year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2017,40000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7
2012,96000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7
2018,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5
2017,28832,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,5
2018,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7
2019,3100,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5
2004,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4
2013,68000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5
2010,70000,LPG,Individual,Manual,Third Owner,13.45,1086,62.1,5
2017,71000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
2020,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,5
2016,110000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5
2019,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2018,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2009,160000,Petrol,Individual,Manual,Third Owner,17.5,1197,85.8,5
2011,221889,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5
2017,15000,Petrol,Individual,Automatic,First Owner,17.01,1591,121.3,5
2011,116500,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5
2019,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7
2017,25000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5
2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2011,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5
2014,48000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
2017,5000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6
2006,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8
2009,95000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5
2017,60000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5
2012,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,4
2014,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5
2013,80000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5
2019,9000,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,5
2014,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
2014,97000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5
2016,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5
2014,95000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8
2018,58511,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
2013,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
2012,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,5
2016,72000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9
2004,120000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5
2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2009,300000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7
2015,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
2012,90000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5
2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
2015,80000,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,5
2010,110000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,5
2016,40000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5
2014,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
2012,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5
2013,69000,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,5
2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
2009,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
2012,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5
2011,110000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.1,5
2017,13000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
2012,128000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
2018,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
2018,59736,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7
2009,120000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,5
2020,15000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5
2015,60000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7
2011,90400,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5
2012,145000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8
2018,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
2012,74000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5
2011,69000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5
2018,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
2016,50000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,7
2018,18000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
2013,24019,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
2012,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7
2013,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
2011,167000,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,5
2011,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,5
2018,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,5
2011,50000,Diesel,Individual,Automatic,First Owner,17.05,1995,184.0,5
2015,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5
2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
2013,120000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5
2014,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
2012,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5
2018,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5
2016,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5
2014,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
2017,76139,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
2011,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
2013,95000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,7
2012,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,7
2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5
2006,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
2016,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
2018,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5
2016,140000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7
2018,15000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5
2015,45000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396,90.0,5
2010,65000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5
2014,80000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
2015,90000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5
2005,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
2015,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5
2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5
2008,80000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5
2011,80000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4
2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,5
2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5
2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5
2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5
2017,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
2013,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
2012,158500,Diesel,Individual,Manual,Third Owner,19.3,1248,82.0,5
2013,56000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
2016,50000,Petrol,Individual,Manual,First Owner,19.44,1198,67.0,7
2017,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
2006,50000,Petrol,Individual,Manual,Third Owner,14.0,1061,64.0,5
2015,35000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5
2010,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5
2014,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,7
2009,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
2019,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7
2003,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
2019,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7
2011,80000,Petrol,Individual,Manual,Second Owner,16.0,1198,90.0,5
2010,60000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7
2010,120000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5
2012,70000,Diesel,Individual,Manual,Second Owner,15.3,2956,83.8,7
2011,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171.0,7
2014,142500,Diesel,Individual,Manual,First Owner,19.5,1248,75.0,5
2014,121000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,7
2013,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
2015,188000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
2010,168000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7
2008,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80.0,5
2018,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5
2012,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5
2016,75000,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7
2015,94000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7
2019,2600,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
2009,60000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5
2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
2019,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
2002,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4
2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
2015,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5
2017,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
2010,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5
2019,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,5
2006,100000,Petrol,Individual,Manual,Third Owner,15.3,1341,83.0,5
2011,50000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5
2016,70000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
2014,120000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7
2018,23300,Petrol,Dealer,Automatic,First Owner,18.5,1197,83.14,5
2017,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
2014,80000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
2019,1303,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,5
2012,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5
2015,31000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5
2011,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5
2019,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5
2002,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
2010,100000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5
2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5
2015,22000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
2012,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794,138.1,5
2016,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,5
2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
2013,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5
2013,70000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
2004,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7
2016,78000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
2010,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
2009,70000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5
2018,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,5
2009,110000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,5
2010,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7
2013,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
2016,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393,147.8,7
2016,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
2013,116000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
2015,170000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7
2017,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
2015,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5
2003,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4
2013,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,8
2018,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
2011,70000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5
2010,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
2013,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461,108.45,5
2018,19100,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5
2013,170000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
2011,10000,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,4
2008,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,5
2018,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969,190.0,5
2015,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5
2013,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
2015,60000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5
2012,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
2012,135000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5
2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,5
2016,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7
2014,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
2019,20000,Petrol,Individual,Manual,Second Owner,20.3,1086,68.0,5
2011,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
2011,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953,153.86,7
2011,140000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5
2013,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7
2018,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,5
2012,178000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5
2010,120000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
2015,155000,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5
2007,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,5
2009,80000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,5
2019,3500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
2014,51000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,5
2015,91500,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5
2018,22000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
2015,22500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
2020,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
2013,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5
2005,190000,Petrol,Individual,Automatic,Second Owner,19.3,1248,82.0,5
2015,63000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
2016,27500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5
2017,50000,Diesel,Individual,Manual,Second Owner,15.4,1997,120.0,7
2016,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
2015,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7
2010,80000,Petrol,Individual,Manual,Second Owner,14.0,1595,102.0,5
2012,73000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
2014,15000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
2011,25000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5
2011,60000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
2016,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158.0,7
2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
2014,160000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7
2010,20000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
2012,110000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5
2016,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2014,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
2014,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
2010,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5
2011,298000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,7
2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5
2017,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2015,57000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5
2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
2016,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,7
2018,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
2017,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
2017,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
2004,40000,Diesel,Individual,Manual,Second Owner,16.8,1405,62.0,5
2018,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
2011,89000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5
2017,40000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
2017,40000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5
2018,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,7
2016,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
2010,151000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7
2017,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,5
2011,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5
2018,30000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5
2012,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
2015,80000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5
2017,5000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
2006,100000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,5
2016,120000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5
2017,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
2010,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
2015,39414,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,5
2014,50000,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73,5
2019,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
2013,90000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7
2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5
2016,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0,5
2015,120000,Diesel,Individual,Manual,First Owner,24.2,1498,98.6,7
2013,27000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
2005,55425,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
2007,120000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5
2019,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
2010,50000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5
2016,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5
2017,70000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
1999,140000,Petrol,Individual,Manual,Third Owner,19.3,1248,82.0,5
2017,31000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5
2018,70000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
2014,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
2019,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5
2009,150000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7
2011,35000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
2011,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,5
2018,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,7
2009,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
2017,35000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,5
2009,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5
2017,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
2016,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
2013,82246,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5
2005,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
2015,90000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7
2017,50000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7
2018,120000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5
2014,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
2006,60000,Petrol,Individual,Manual,Third Owner,11.9,2354,144.0,5
2018,40000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5
2001,80000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,5
2012,108000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
2011,80000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
2012,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
2006,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5
2013,60000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5
2013,60000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,5
2014,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
2008,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
2007,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
2012,26000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5
2006,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
1999,100000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
2010,143000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
2008,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5
2017,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
2009,40000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5
2012,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
2016,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5
